"input_index","input_label","input_url","normalized_input_url","canonical_name","canonical_official_url","canonical_repository_url","existing_catalog_id","decision","resulting_catalog_id","duplicate_of_input_index","categories","license_model","license_spdx","status","needs_review","primary_evidence","notes"
"89","Password Pusher Pro","https://eu.pwpush.com/","https://eu.pwpush.com","Password Pusher","https://pwpush.com/","https://github.com/pglombardo/PasswordPusher","","ADD","password-pusher","","iam-secrets-certificates","open-core","Apache-2.0","active","false","https://pwpush.com/;https://docs.pwpush.com/;https://github.com/pglombardo/PasswordPusher","Regional Pro service is an offering of Password Pusher."
"90","Gotify","https://gotify.net/","https://gotify.net","Gotify","https://gotify.net/","https://github.com/gotify/server","","ADD","gotify","","workflow-automation-chatops","oss","MIT","active","false","https://gotify.net/;https://gotify.net/docs/;https://github.com/gotify/server","Canonical metadata reconciled from the cited primary sources."
"91","Gitea","https://about.gitea.com/","https://about.gitea.com","Gitea","https://about.gitea.com/","https://github.com/go-gitea/gitea","gitea","UPDATE_EXISTING","gitea","","source-control-repository-management","oss","MIT","active","false","https://about.gitea.com/;https://github.com/go-gitea/gitea;https://docs.gitea.com/","Canonical metadata reconciled from the cited primary sources."
"92","Homarr","https://homarr.dev/","https://homarr.dev","Homarr","https://homarr.dev/","https://github.com/homarr-labs/homarr","","ADD","homarr","","virtualization-bare-metal-homelab","oss","GPL-3.0-only","active","false","https://homarr.dev/;https://homarr.dev/docs/category/getting-started/;https://github.com/homarr-labs/homarr","Canonical metadata reconciled from the cited primary sources."
"93","PocketBase","https://pocketbase.io/","https://pocketbase.io","PocketBase","https://pocketbase.io/","https://github.com/pocketbase/pocketbase","","ADD","pocketbase","","databases-caching-data-infrastructure","oss","MIT","active","false","https://pocketbase.io/;https://pocketbase.io/docs/;https://github.com/pocketbase/pocketbase","Canonical metadata reconciled from the cited primary sources."
"94","FreshRSS","https://freshrss.org/index.html","https://freshrss.org/index.html","FreshRSS","https://freshrss.org/index.html","","","SKIP_OUT_OF_SCOPE","","","","","","","","https://freshrss.org/index.html","General RSS reader is outside scope."
"95","code-server","https://github.com/coder/code-server","https://github.com/coder/code-server","code-server","","https://github.com/coder/code-server","","ADD","code-server","","developer-experience-local-environments","open-core","MIT","active","false","https://coder.com/docs/code-server;https://github.com/coder/code-server","Canonical metadata reconciled from the cited primary sources."
"96","Snipe-IT","https://snipeitapp.com/","https://snipeitapp.com","Snipe-IT","https://snipeitapp.com/","https://github.com/snipe/snipe-it","","ADD","snipe-it","","policy-governance-compliance","open-core","AGPL-3.0-only","active","false","https://snipeitapp.com/;https://snipe-it.readme.io/docs;https://github.com/snipe/snipe-it","Canonical metadata reconciled from the cited primary sources."
"97","Docmost","https://docmost.com/","https://docmost.com","Docmost","https://docmost.com/","https://github.com/docmost/docmost","","ADD","docmost","","documentation-learning-career","open-core","AGPL-3.0-only","active","false","https://docmost.com/;https://docmost.com/docs/;https://github.com/docmost/docmost","Canonical metadata reconciled from the cited primary sources."
"98","GlitchTip","https://glitchtip.com/","https://glitchtip.com","GlitchTip","https://glitchtip.com/","https://gitlab.com/glitchtip/glitchtip-backend","","ADD","glitchtip","","monitoring-metrics-logs-tracing","open-core","MIT","active","false","https://glitchtip.com/;https://glitchtip.com/documentation/;https://gitlab.com/glitchtip/glitchtip-backend","Canonical metadata reconciled from the cited primary sources."
"99","Bugsink","https://www.bugsink.com/","https://www.bugsink.com","Bugsink","https://www.bugsink.com/","https://github.com/bugsink/bugsink","","ADD","bugsink","","monitoring-metrics-logs-tracing","source-available","PolyForm-Shield-1.0.0","active","false","https://www.bugsink.com/;https://www.bugsink.com/docs/;https://github.com/bugsink/bugsink","PolyForm Shield source-available core, not OSS."
"100","changedetection.io","https://changedetection.io/","https://changedetection.io","changedetection.io","https://changedetection.io/","https://github.com/dgtlmoon/changedetection.io","","ADD","changedetection-io","","monitoring-metrics-logs-tracing","unknown","","needs-review","true","https://changedetection.io/;https://github.com/dgtlmoon/changedetection.io","Licence and commercial-use language require follow-up."
"101","Nautobot","https://github.com/nautobot/nautobot","https://github.com/nautobot/nautobot","Nautobot","https://docs.nautobot.com/","https://github.com/nautobot/nautobot","","ADD","nautobot","","infrastructure-as-code","open-core","Apache-2.0","active","false","https://docs.nautobot.com/;https://docs.nautobot.com/projects/core/en/stable/;https://github.com/nautobot/nautobot","Canonical metadata reconciled from the cited primary sources."
"102","Foreman / Katello","https://theforeman.org/plugins/katello/","https://theforeman.org/plugins/katello","Katello","https://theforeman.org/plugins/katello/","https://github.com/Katello/katello","","ADD","katello","","configuration-management","oss","GPL-2.0-only","active","false","https://theforeman.org/plugins/katello/;https://docs.theforeman.org/;https://github.com/Katello/katello","Katello is a Foreman plugin and content-lifecycle extension."
"103","Uyuni Patch Management","https://www.uyuni-project.org/uyuni-docs/en/uyuni/client-configuration/patch-management.html","https://www.uyuni-project.org/uyuni-docs/en/uyuni/client-configuration/patch-management.html","Uyuni","https://www.uyuni-project.org/","https://github.com/uyuni-project/uyuni","","ADD","uyuni","","configuration-management","oss","GPL-2.0-only","active","false","https://www.uyuni-project.org/;https://www.uyuni-project.org/uyuni-docs/;https://github.com/uyuni-project/uyuni","Patch management is a Uyuni capability."
"104","OCS Inventory NG","https://ocsinventory-ng.org/?lang=fr","https://ocsinventory-ng.org?lang=fr","OCS Inventory NG","https://ocsinventory-ng.org/","https://github.com/OCSInventory-NG/OCSInventory-Server","","ADD","ocs-inventory-ng","","policy-governance-compliance","open-core","GPL-2.0-only","active","false","https://ocsinventory-ng.org/;https://wiki.ocsinventory-ng.org/;https://github.com/OCSInventory-NG/OCSInventory-Server","Canonical metadata reconciled from the cited primary sources."
"105","LRob Git","https://git.lrob.net/","https://git.lrob.net","LRob Git","https://git.lrob.net/","","","SKIP_OUT_OF_SCOPE","","","","","","","","https://git.lrob.net/","Personal Forgejo instance is not a product."
"106","Pluto","https://github.com/FairwindsOps/pluto","https://github.com/FairwindsOps/pluto","Pluto","","https://github.com/FairwindsOps/pluto","","ADD","pluto","","kubernetes-distributions-operations","oss","Apache-2.0","active","false","https://github.com/FairwindsOps/pluto","Canonical metadata reconciled from the cited primary sources."
"107","kstack","https://kstack.sh/","https://kstack.sh","kstack","https://kstack.sh/","","","NEEDS_REVIEW","","","","","","","","https://kstack.sh/","Licence and sustained maintenance evidence are insufficient."
"108","CertGames","https://certgames.com/home","https://certgames.com/home","CertGames","https://certgames.com/","https://github.com/CarterPerez-dev/Cybersecurity-Projects","","ADD","certgames","","documentation-learning-career","documentation","","needs-review","true","https://certgames.com/;https://github.com/CarterPerez-dev/Cybersecurity-Projects","Early learning-platform maturity remains under review."
"109","Cybersecurity Projects","https://github.com/CarterPerez-dev/Cybersecurity-Projects","https://github.com/CarterPerez-dev/Cybersecurity-Projects","CertGames","https://certgames.com/","https://github.com/CarterPerez-dev/Cybersecurity-Projects","","SKIP_DUPLICATE","certgames","108","documentation-learning-career","documentation","","needs-review","true","https://certgames.com/;https://github.com/CarterPerez-dev/Cybersecurity-Projects","Source repository for CertGames; not a second product."
