source_file,line,source_name,source_url,canonical_id,disposition,reason
devopstools_final.md,553,External Secrets Operator,https://external-secrets.io/,external-secrets-operator,kept,Canonical occurrence retained
devopstools_final.md,977,External Secrets,https://external-secrets.io/,external-secrets-operator,merged,Merged by normalized canonical URL; provenance preserved
4_Kubernetes-Containers/README.md,87,External Secrets Operator,https://external-secrets.io/,external-secrets-operator,merged,Merged by normalized canonical URL; provenance preserved
6_Security/README.md,90,External Secrets,https://external-secrets.io/,external-secrets-operator,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,556,Falco,https://falco.org/,falco,kept,Canonical occurrence retained
devopstools_final.md,861,Falco,https://falco.org/,falco,merged,Merged by normalized canonical URL; provenance preserved
4_Kubernetes-Containers/README.md,88,Falco,https://falco.org/,falco,merged,Merged by normalized canonical URL; provenance preserved
6_Security/README.md,25,Falco,https://falco.org/,falco,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,862,Filigran,https://filigran.io/,filigran,kept,Canonical occurrence retained
devopstools_final.md,1052,Firebase Test Lab,https://firebase.google.com/products/test-lab,firebase-test-lab,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,28,Firebase Test Lab,https://firebase.google.com/products/test-lab,firebase-test-lab,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,240,Firecracker,https://firecracker-microvm.github.io/,firecracker,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,150,Firecracker,https://firecracker-microvm.github.io/,firecracker,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,939,firewalld,https://firewalld.org/,firewalld,kept,Canonical occurrence retained
6_Security/README.md,69,firewalld,https://firewalld.org/,firewalld,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1033,FitNesse,https://fitnesse.org/,fitnesse,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,11,FitNesse,https://fitnesse.org/,fitnesse,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,108,Flathub,https://flathub.org/,flathub,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,29,Flathub,https://flathub.org/,flathub,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,109,Flatpak,https://flatpak.org/,flatpak,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,30,Flatpak,https://flatpak.org/,flatpak,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1060,Floci,https://floci.io/floci/,floci,kept,Canonical occurrence retained
devopstools_final.md,762,Fluent Bit,https://fluentbit.io/,fluent-bit,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,55,Fluent Bit,https://fluentbit.io/,fluent-bit,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,396,Tofu Controller,https://flux-iac.github.io/tofu-controller/,tofu-controller,kept,Canonical occurrence retained
devopstools_final.md,392,flux9s,https://flux9s.ca/,flux9s,kept,Canonical occurrence retained
devopstools_final.md,390,Flux,https://fluxcd.io/,flux,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,144,Flux,https://fluxcd.io/,flux,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,391,Flux Operator,https://fluxoperator.dev/,flux-operator,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,146,Flux Operator,https://fluxoperator.dev/,flux-operator,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,863,FOSSA,https://fossa.com/,fossa,kept,Canonical occurrence retained
devopstools_final.md,461,FreeLens,https://freelensapp.github.io/,freelens,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,27,FreeLens,https://freelensapp.github.io/,freelens,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,241,FuturFusion,https://futurfusion.io/,futurfusion,kept,Canonical occurrence retained
devopstools_final.md,281,Garage,https://garagehq.deuxfleurs.fr/,garage,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,206,Garage,https://garagehq.deuxfleurs.fr/,garage,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1145,Garden,https://garden.io/,garden,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,99,Garden,https://garden.io/,garden,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,433,Gateway API,https://gateway-api.sigs.k8s.io/,gateway-api,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,5,Gateway API,https://gateway-api.sigs.k8s.io/,gateway-api,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,555,Envoy Gateway,https://gateway.envoyproxy.io/,envoy-gateway,kept,Canonical occurrence retained
devopstools_final.md,704,Gatus,https://gatus.io/,gatus,kept,Canonical occurrence retained
devopstools_final.md,1303,Akka.NET,https://getakka.net/,akka-net,kept,Canonical occurrence retained
10_Miscellaneous/README.md,50,Akka.NET,https://getakka.net/,akka-net,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,406,Plumber,https://getplumber.io/,plumber,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,168,Plumber,https://getplumber.io/,plumber,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,522,Seabird,https://getseabird.github.io/,seabird,kept,Canonical occurrence retained
devopstools_final.md,983,SOPS,https://getsops.io/,sops,kept,Canonical occurrence retained
6_Security/README.md,94,SOPS,https://getsops.io/,sops,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1062,Ghostty,https://ghostty.org/,ghostty,kept,Canonical occurrence retained
devopstools_final.md,83,Git,https://git-scm.com/,git,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,5,Git,https://git-scm.com/,git,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,85,GitHub,https://github.com/,github,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,7,GitHub,https://github.com/,github,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,838,Awesome WAF,https://github.com/0xInfection/Awesome-WAF,awesome-waf,kept,Canonical occurrence retained
6_Security/README.md,7,Awesome WAF,https://github.com/0xInfection/Awesome-WAF,awesome-waf,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,815,dnsglobe,https://github.com/514-labs/dnsglobe,dnsglobe,kept,Canonical occurrence retained
devopstools_final.md,1348,YamlQL,https://github.com/AKSarav/YamlQL,yamlql,kept,Canonical occurrence retained
10_Miscellaneous/README.md,114,YamlQL,https://github.com/AKSarav/YamlQL,yamlql,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,273,Volare,https://github.com/AdamShannag/volare,volare,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,196,Volare,https://github.com/AdamShannag/volare,volare,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1204,llmfit,https://github.com/AlexsJones/llmfit,llmfit,kept,Canonical occurrence retained
devopstools_final.md,168,AzureNamingTool,https://github.com/Azure/AzureNamingTool,azurenamingtool,kept,Canonical occurrence retained
devopstools_final.md,211,Azure Functions Host,https://github.com/Azure/azure-functions-host,azure-functions-host,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,100,Azure Functions Host,https://github.com/Azure/azure-functions-host,azure-functions-host,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,733,Kwatcher,https://github.com/Berg-it/Kwatcher,kwatcher,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,32,Kwatcher,https://github.com/Berg-it/Kwatcher,kwatcher,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,141,stress-ng,https://github.com/ColinIanKing/stress-ng,stress-ng,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,60,stress-ng,https://github.com/ColinIanKing/stress-ng,stress-ng,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,898,PenTest Toolkit Pro,https://github.com/Cyber-Autopsie/PenTest-Toolkit-Pro,pentest-toolkit-pro,kept,Canonical occurrence retained
devopstools_final.md,482,KubePlumber,https://github.com/David-VTUK/KubePlumber,kubeplumber,kept,Canonical occurrence retained
devopstools_final.md,1114,markdownlint,https://github.com/DavidAnson/markdownlint,markdownlint,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,74,markdownlint,https://github.com/DavidAnson/markdownlint,markdownlint,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1222,codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,codebase-memory-mcp,kept,Canonical occurrence retained
devopstools_final.md,724,Goldilocks,https://github.com/FairwindsOps/goldilocks,goldilocks,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,28,Goldilocks,https://github.com/FairwindsOps/goldilocks,goldilocks,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,994,mkcert,https://github.com/FiloSottile/mkcert,mkcert,kept,Canonical occurrence retained
6_Security/README.md,104,mkcert,https://github.com/FiloSottile/mkcert,mkcert,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1237,fulling,https://github.com/FullAgent/fulling,fulling,kept,Canonical occurrence retained
devopstools_final.md,474,KHI (Kubernetes History Inspector),https://github.com/GoogleCloudPlatform/khi?tab=readme-ov-file,khi-kubernetes-history-inspector,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,33,KHI (Kubernetes History Inspector),https://github.com/GoogleCloudPlatform/khi?tab=readme-ov-file,khi-kubernetes-history-inspector,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,493,kubectl-ai,https://github.com/GoogleCloudPlatform/kubectl-ai,kubectl-ai,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,43,kubectl-ai,https://github.com/GoogleCloudPlatform/kubectl-ai,kubectl-ai,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,351,Distroless,https://github.com/GoogleContainerTools/distroless,distroless,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,78,Distroless,https://github.com/GoogleContainerTools/distroless,distroless,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,357,Kaniko,https://github.com/GoogleContainerTools/kaniko,kaniko,archived,Official GitHub repository is archived; retained for historical and migration context.
3_CI-CD-Automation/README.md,90,Kaniko,https://github.com/GoogleContainerTools/kaniko,kaniko,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1309,Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,clone-wars,kept,Canonical occurrence retained
10_Miscellaneous/README.md,60,Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,clone-wars,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1342,sshm,https://github.com/Gu1llaum-3/sshm,sshm,kept,Canonical occurrence retained
10_Miscellaneous/README.md,104,sshm,https://github.com/Gu1llaum-3/sshm,sshm,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,953,Gibson,https://github.com/HackingLZ/gibson,gibson,kept,Canonical occurrence retained
devopstools_final.md,96,HariSekhon/DevOps-Bash-tools,https://github.com/HariSekhon/DevOps-Bash-tools,harisekhon-devops-bash-tools,kept,Canonical occurrence retained
devopstools_final.md,942,k-guard,https://github.com/KamouloxPelvis/k-guard,k-guard,kept,Canonical occurrence retained
devopstools_final.md,1339,Shannon,https://github.com/KeygraphHQ/shannon/,shannon,kept,Canonical occurrence retained
10_Miscellaneous/README.md,98,Shannon,https://github.com/KeygraphHQ/shannon/,shannon,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,650,k8squest,https://github.com/Manoj-engineer/k8squest,k8squest,kept,Canonical occurrence retained
devopstools_final.md,518,OpenLens,https://github.com/MuhammedKalkan/OpenLens,openlens,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,63,OpenLens,https://github.com/MuhammedKalkan/OpenLens,openlens,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,910,SkillSpector,https://github.com/NVIDIA/SkillSpector,skillspector,kept,Canonical occurrence retained
devopstools_final.md,934,copy-fail-destroyer,https://github.com/NorskHelsenett/copy-fail-destroyer,copy-fail-destroyer,kept,Canonical occurrence retained
devopstools_final.md,835,Arsenal,https://github.com/Orange-Cyberdefense/arsenal,arsenal,kept,Canonical occurrence retained
6_Security/README.md,4,Arsenal,https://github.com/Orange-Cyberdefense/arsenal,arsenal,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1231,Agent Reach,https://github.com/Panniantong/Agent-Reach,agent-reach,kept,Canonical occurrence retained
devopstools_final.md,1229,agentsmith,https://github.com/PromptPartner/agentsmith,agentsmith,kept,Canonical occurrence retained
devopstools_final.md,1126,QuantumByte,https://github.com/QuantumByteOSS/quantumbyte,quantumbyte,kept,Canonical occurrence retained
devopstools_final.md,144,strace-tui,https://github.com/Rodrigodd/strace-tui,strace-tui,kept,Canonical occurrence retained
devopstools_final.md,828,Server Pulse,https://github.com/Server-Pulse/server-pulse,server-pulse,kept,Canonical occurrence retained
devopstools_final.md,1174,Toxiproxy,https://github.com/Shopify/toxiproxy,toxiproxy,kept,Canonical occurrence retained
8_Chaos-Engineering/README.md,28,Toxiproxy,https://github.com/Shopify/toxiproxy,toxiproxy,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,938,docker-socket-proxy,https://github.com/Tecnativa/docker-socket-proxy,docker-socket-proxy,kept,Canonical occurrence retained
devopstools_final.md,646,kubeCodex,https://github.com/TheCodingSheikh/kubecodex,kubecodex,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,149,kubeCodex,https://github.com/TheCodingSheikh/kubecodex,kubecodex,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,917,Touti-Cracker,https://github.com/Touti-Sudo/Touti-Cracker,touti-cracker,kept,Canonical occurrence retained
6_Security/README.md,53,Touti-Cracker,https://github.com/Touti-Sudo/Touti-Cracker,touti-cracker,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1233,awesome-codex-subagents,https://github.com/VoltAgent/awesome-codex-subagents,awesome-codex-subagents,kept,Canonical occurrence retained
devopstools_final.md,1199,Flawless,https://github.com/William-Lu-stack/Flawless,flawless,kept,Canonical occurrence retained
devopstools_final.md,857,detect-secrets,https://github.com/Yelp/detect-secrets,detect-secrets,kept,Canonical occurrence retained
6_Security/README.md,21,detect-secrets,https://github.com/Yelp/detect-secrets,detect-secrets,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,528,Actions Runner Controller,https://github.com/actions/actions-runner-controller,actions-runner-controller,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,68,Actions Runner Controller,https://github.com/actions/actions-runner-controller,actions-runner-controller,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1232,agent-skills,https://github.com/addyosmani/agent-skills,agent-skills,kept,Canonical occurrence retained
devopstools_final.md,876,Kps-zeroexposure,https://github.com/adrghph/kps-zeroexposure,kps-zeroexposure,kept,Canonical occurrence retained
6_Security/README.md,31,Kps-zeroexposure,https://github.com/adrghph/kps-zeroexposure,kps-zeroexposure,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1118,yamllint,https://github.com/adrienverge/yamllint,yamllint,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,78,yamllint,https://github.com/adrienverge/yamllint,yamllint,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,498,kubectx + kubens,https://github.com/ahmetb/kubectx,kubectx-kubens,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,48,kubectx + kubens,https://github.com/ahmetb/kubectx,kubectx-kubens,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,725,grove,https://github.com/ai-dynamo/grove,grove,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,27,grove,https://github.com/ai-dynamo/grove,grove,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1173,Pumba,https://github.com/alexei-led/pumba,pumba,kept,Canonical occurrence retained
devopstools_final.md,895,OSSIM,https://github.com/alienfault/ossim,ossim,kept,Canonical occurrence retained
devopstools_final.md,868,Grype,https://github.com/anchore/grype,grype,kept,Canonical occurrence retained
6_Security/README.md,28,Grype,https://github.com/anchore/grype,grype,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,914,Syft,https://github.com/anchore/syft,syft,kept,Canonical occurrence retained
6_Security/README.md,50,Syft,https://github.com/anchore/syft,syft,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1247,terraform-skill,https://github.com/antonbabenko/terraform-skill,terraform-skill,kept,Canonical occurrence retained
devopstools_final.md,1290,Mini-classes Ansible Public,https://github.com/apille-pro/miniclasses_ansible_public,mini-classes-ansible-public,kept,Canonical occurrence retained
devopstools_final.md,846,Chain Bench,https://github.com/aquasecurity/chain-bench,chain-bench,kept,Canonical occurrence retained
6_Security/README.md,12,Chain Bench,https://github.com/aquasecurity/chain-bench,chain-bench,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,625,restart-operator,https://github.com/archsyscall/restart-operator,restart-operator,kept,Canonical occurrence retained
devopstools_final.md,1170,Kube Monkey,https://github.com/asobti/kube-monkey,kube-monkey,kept,Canonical occurrence retained
8_Chaos-Engineering/README.md,22,Kube Monkey,https://github.com/asobti/kube-monkey,kube-monkey,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,532,AWS ACK RDS Controller,https://github.com/aws-controllers-k8s/rds-controller,aws-ack-rds-controller,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,71,AWS ACK RDS Controller,https://github.com/aws-controllers-k8s/rds-controller,aws-ack-rds-controller,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,458,EKS Node Viewer,https://github.com/awslabs/eks-node-viewer,eks-node-viewer,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,26,EKS Node Viewer,https://github.com/awslabs/eks-node-viewer,eks-node-viewer,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,512,KubeView,https://github.com/benc-uk/kubeview,kubeview,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,58,KubeView,https://github.com/benc-uk/kubeview,kubeview,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,465,k10ls,https://github.com/besrabasant/k10ls,k10ls,kept,Canonical occurrence retained
devopstools_final.md,1012,webssh,https://github.com/bifrost0x/webssh,webssh,kept,Canonical occurrence retained
devopstools_final.md,626,Sealed Secrets,https://github.com/bitnami-labs/sealed-secrets,sealed-secrets,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,132,Sealed Secrets,https://github.com/bitnami-labs/sealed-secrets,sealed-secrets,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,127,DevOps Exercises,https://github.com/bregman-arie/devops-exercises,devops-exercises,kept,Canonical occurrence retained
1_Foundational-Skills/README.md,47,DevOps Exercises,https://github.com/bregman-arie/devops-exercises,devops-exercises,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1281,DevOps Resources,https://github.com/bregman-arie/devops-resources,devops-resources,kept,Canonical occurrence retained
10_Miscellaneous/README.md,28,DevOps Resources,https://github.com/bregman-arie/devops-resources,devops-resources,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,350,cek,https://github.com/bschaatsbergen/cek,cek,kept,Canonical occurrence retained
devopstools_final.md,642,Awesome Kubernetes Operator Resources,https://github.com/calvin-puram/awesome-kubernetes-operator-resources,awesome-kubernetes-operator-resources,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,145,Awesome Kubernetes Operator Resources,https://github.com/calvin-puram/awesome-kubernetes-operator-resources,awesome-kubernetes-operator-resources,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,494,kubectl-browse-pvc,https://github.com/clbx/kubectl-browse-pvc,kubectl-browse-pvc,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,44,kubectl-browse-pvc,https://github.com/clbx/kubectl-browse-pvc,kubectl-browse-pvc,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,905,Securix,https://github.com/cloud-gouv/securix,securix,kept,Canonical occurrence retained
devopstools_final.md,255,nerdctl,https://github.com/containerd/nerdctl,nerdctl,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,168,nerdctl,https://github.com/containerd/nerdctl,nerdctl,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1221,Kubernetes MCP Server,https://github.com/containers/kubernetes-mcp-server,kubernetes-mcp-server,kept,Canonical occurrence retained
devopstools_final.md,363,Skopeo,https://github.com/containers/skopeo,skopeo,kept,Canonical occurrence retained
devopstools_final.md,550,crossview,https://github.com/crossplane-contrib/crossview,crossview,kept,Canonical occurrence retained
devopstools_final.md,639,zeropod,https://github.com/ctrox/zeropod,zeropod,kept,Canonical occurrence retained
devopstools_final.md,883,MFASweep,https://github.com/dafthack/MFASweep,mfasweep,kept,Canonical occurrence retained
devopstools_final.md,568,helm-diff,https://github.com/databus23/helm-diff,helm-diff,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,96,helm-diff,https://github.com/databus23/helm-diff,helm-diff,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,837,Awesome DevSecOps,https://github.com/devsecops/awesome-devsecops,awesome-devsecops,kept,Canonical occurrence retained
6_Security/README.md,6,Awesome DevSecOps,https://github.com/devsecops/awesome-devsecops,awesome-devsecops,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,540,Cluster Bare Autoscaler,https://github.com/docent-net/cluster-bare-autoscaler,cluster-bare-autoscaler,kept,Canonical occurrence retained
devopstools_final.md,353,Docker Buildx,https://github.com/docker/buildx,docker-buildx,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,82,Docker Buildx,https://github.com/docker/buildx,docker-buildx,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1217,Docker MCP Gateway,https://github.com/docker/mcp-gateway,docker-mcp-gateway,kept,Canonical occurrence retained
devopstools_final.md,238,Dockur macOS,https://github.com/dockur/macos,dockur-macos,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,146,Dockur macOS,https://github.com/dockur/macos,dockur-macos,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,239,Dockur Windows,https://github.com/dockur/windows,dockur-windows,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,148,Dockur Windows,https://github.com/dockur/windows,dockur-windows,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,472,k9sight,https://github.com/doganarif/k9sight,k9sight,kept,Canonical occurrence retained
devopstools_final.md,787,Azure Orphan Resources,https://github.com/dolevshor/azure-orphan-resources,azure-orphan-resources,kept,Canonical occurrence retained
5_Monitoring-Observability/README.md,78,Azure Orphan Resources,https://github.com/dolevshor/azure-orphan-resources,azure-orphan-resources,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,827,RustNet,https://github.com/domcyrus/rustnet,rustnet,kept,Canonical occurrence retained
devopstools_final.md,740,cardamon,https://github.com/dominikhei/cardamon,cardamon,kept,Canonical occurrence retained
devopstools_final.md,264,proxmox-optimizer,https://github.com/dtouzeau/proxmox-optimizer,proxmox-optimizer,kept,Canonical occurrence retained
2_Cloud-Infrastructure-Serverless/README.md,180,proxmox-optimizer,https://github.com/dtouzeau/proxmox-optimizer,proxmox-optimizer,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1340,Snip,https://github.com/edouard-claude/snip,snip,kept,Canonical occurrence retained
10_Miscellaneous/README.md,100,Snip,https://github.com/edouard-claude/snip,snip,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,416,Godcoder,https://github.com/eli-labz/Godcoder,godcoder,kept,Canonical occurrence retained
devopstools_final.md,1252,Evidently,https://github.com/evidentlyai/evidently,evidently,kept,Canonical occurrence retained
devopstools_final.md,952,fail2ban,https://github.com/fail2ban/fail2ban,fail2ban,kept,Canonical occurrence retained
6_Security/README.md,79,fail2ban,https://github.com/fail2ban/fail2ban,fail2ban,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,324,GitHub Actions,https://github.com/features/actions,github-actions,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,34,GitHub Actions,https://github.com/features/actions,github-actions,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1061,GitHub Codespaces,https://github.com/features/codespaces,github-codespaces,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,34,GitHub Codespaces,https://github.com/features/codespaces,github-codespaces,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1200,GitHub Copilot,https://github.com/features/copilot,github-copilot,kept,Canonical occurrence retained
9_AI-MLOps/README.md,24,GitHub Copilot,https://github.com/features/copilot,github-copilot,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1203,Kube Copilot,https://github.com/feiskyer/kube-copilot,kube-copilot,kept,Canonical occurrence retained
9_AI-MLOps/README.md,30,Kube Copilot,https://github.com/feiskyer/kube-copilot,kube-copilot,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,557,flannel,https://github.com/flannel-io/flannel,flannel,kept,Canonical occurrence retained
devopstools_final.md,1169,Chaos Room,https://github.com/fpaparoni/chaos-room,chaos-room,kept,Canonical occurrence retained
8_Chaos-Engineering/README.md,20,Chaos Room,https://github.com/fpaparoni/chaos-room,chaos-room,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1238,genai-agentos,https://github.com/genai-works-org/genai-agentos,genai-agentos,kept,Canonical occurrence retained
9_AI-MLOps/README.md,60,genai-agentos,https://github.com/genai-works-org/genai-agentos,genai-agentos,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,188,terraform-aws-eks-operation-scheduler,https://github.com/gianniskt/terraform-aws-eks-operation-scheduler,terraform-aws-eks-operation-scheduler,kept,Canonical occurrence retained
devopstools_final.md,1218,GitHub MCP Server,https://github.com/github/github-mcp-server,github-mcp-server,kept,Canonical occurrence retained
9_AI-MLOps/README.md,50,GitHub MCP Server,https://github.com/github/github-mcp-server,github-mcp-server,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,423,Spec Kit,https://github.com/github/spec-kit,spec-kit,kept,Canonical occurrence retained
devopstools_final.md,393,GitOps Bridge,https://github.com/gitops-bridge-dev/gitops-bridge,gitops-bridge,kept,Canonical occurrence retained
3_CI-CD-Automation/README.md,148,GitOps Bridge,https://github.com/gitops-bridge-dev/gitops-bridge,gitops-bridge,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,723,cAdvisor,https://github.com/google/cadvisor,cadvisor,kept,Canonical occurrence retained
devopstools_final.md,1220,Grafana MCP,https://github.com/grafana/mcp-grafana,grafana-mcp,kept,Canonical occurrence retained
9_AI-MLOps/README.md,54,Grafana MCP,https://github.com/grafana/mcp-grafana,grafana-mcp,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,869,Guardon,https://github.com/guardon-dev/guardon,guardon,kept,Canonical occurrence retained
devopstools_final.md,1113,Hadolint,https://github.com/hadolint/hadolint,hadolint,kept,Canonical occurrence retained
7_Development-Collaboration/README.md,73,Hadolint,https://github.com/hadolint/hadolint,hadolint,merged,Merged by normalized canonical URL; provenance preserved
devopstools_final.md,1226,Terraform MCP Server,https://github.com/hashicorp/terraform-mcp-server,terraform-mcp-server,kept,Canonical occurrence retained
devopstools_final.md,186,terraform-plugin-docs,https://github.com/hashicorp/terraform-plugin-docs,terraform-plugin-docs,kept,Canonical occurrence retained
devopstools_final.md,481,kuba,https://github.com/hcgatewood/kuba,kuba,kept,Canonical occurrence retained
devopstools_final.md,562,Headlamp Plugins,https://github.com/headlamp-k8s/plugins,headlamp-plugins,kept,Canonical occurrence retained
devopstools_final.md,572,helm-unittest,https://github.com/helm-unittest/helm-unittest,helm-unittest,kept,Canonical occurrence retained
4_Kubernetes-Containers/README.md,100,helm-unittest,https://github.com/helm-unittest/helm-unittest,helm-unittest,merged,Merged by normalized canonical URL; provenance preserved
